company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa
NortonLifeLock,Chennai,undergraduate,"business analyst, time management, analytical, project management, business operations analyst, customer experience, management, data mining",contract,566134.0,3-5,Senior Business Operations Analyst - Voice of Customer,3.0,5.0,Mid,8,business analyst,5.66
General Mills,Mumbai,postgraduate,"supply chain, business services, project management, analytical, resourcing, end user support, data structures, data quality",contract,1186768.0,3-5,Sr . Business Financial Analyst,3.0,5.0,Mid,8,supply chain,11.87
Accenture,Mumbai,postgraduate,"consulting, agile, succession planning, capital market, financial services, it skills, cloud, analytical skills",contract,1132930.0,1-2,Senior Analyst-Insurance,1.0,2.0,Entry,8,consulting,11.33
Freshworks,Chennai,unknown,"it skills, software development, testing, project management, bpo, project management, computer science, data management",full-time,2044549.0,7-8,Senior Business Analyst,7.0,8.0,Senior,8,it skills,20.45
Ameriprise Financial,Gurgaon/Gurugram,postgraduate,"automation, ms access, project management, mis, visio, asset management, business intelligence, data mining",contract,1366083.0,4-7,Sr Business Analyst,4.0,7.0,Senior,8,automation,13.66
Xoriant,Pune,undergraduate,"data analysis, user acceptance testing, app development, ccar reporting, sdlc, occ, business analysis",full-time,533148.0,1-3,Senior Business Analyst,1.0,3.0,Mid,7,data analysis,5.33
TSYS,Noida,undergraduate,"computer science, uml, business analysis, data structures, system design, project planning, visio, ms office",contract,1418388.0,2-3,Business Analyst Senior,2.0,3.0,Mid,8,computer science,14.18
Peer To Peer HR Services,Udaipur,postgraduate,"r d, qa, data analysis, pilot plant, agrochemicals, r d scientist",full-time,931928.0,1-7,Sr. Scientist Process ( R&D),1.0,7.0,Senior,6,r d,9.32
Accenture,Bangalore/Bengaluru,undergraduate,"procurement, consulting, calypso, market data, operations, it skills, cloud, analytical skills",contract,1414623.5,1-5,Analyst-Procure To Pay Processing,1.0,5.0,Mid,8,procurement,14.15
Accenture,Bangalore/Bengaluru,postgraduate,"master data management, billing, consulting, cash flow, operations, it skills, cloud, business administration",full-time,1076957.0,5-7,Analyst-Order To Cash Processing,5.0,7.0,Senior,8,master data management,10.77
Accenture,Bangalore/Bengaluru,unknown,"analytical, consulting, customer service, stakeholder management, operations, business process, payroll processing, data validation",full-time,2403781.0,2-6,Total Rewards Analyst,2.0,6.0,Senior,8,analytical,24.04
HDFC Bank,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",unknown,"analytics, credit risk management, python, modelling, model development, project management, data management and analysis, business optimization",contract,330118.0,7-8,Functional Analyst,7.0,8.0,Senior,8,analytics,3.3
TresVista Financial,"Mumbai, Pune, Bangalore/Bengaluru",unknown,"manager crm, transcription, time management, business plan development, data collection, fund administration, customer relationship, ms office",full-time,1487011.0,1-2,Analyst - Business Development Services,1.0,2.0,Entry,8,manager crm,14.87
TresVista Financial,"Mumbai, Pune, Bangalore/Bengaluru",undergraduate,"manager crm, transcription, time management, business plan development, data collection, fund administration, customer relationship, ms office",full-time,935114.0,2-3,Research Analyst - Business Development Services,2.0,3.0,Mid,8,manager crm,9.35
KPMG,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",undergraduate,"brd, pmo management, frd, scrum, business analyst, it skills, software development, sap",contract,1525595.0,1-4,Business Analyst (BA)- KPMG Only Immediate Joiners,1.0,4.0,Mid,8,brd,15.26
PEPSI FOODS PRIV LIMITED,Hyderabad/Secunderabad,unknown,"sap, excel, data domain, data management, analytical, microsoft applications, data governance, workflow",contract,1934173.0,0-6,DMO Assistant Analyst - Material,0.0,6.0,Senior,8,sap,19.34
PEPSI FOODS PRIV LIMITED,Hyderabad/Secunderabad,undergraduate,"sap, excel, data domain, data management, analytical, microsoft applications, data governance, workflow",full-time,813066.0,1-6,DMO Assistant Analyst - Customer,1.0,6.0,Senior,8,sap,8.13
PEPSI FOODS PRIV LIMITED,Hyderabad/Secunderabad,postgraduate,"sap, excel, data management, analytical, microsoft applications, test scenarios, workflow, data quality",contract,434503.0,3-6,DMO Analyst - Material,3.0,6.0,Senior,8,sap,4.35
Refinitiv,Bangalore/Bengaluru,postgraduate,"product management, data analysis, analytical, healthcare, data quality, portfolio management, technical support, client management",full-time,2150206.0,4-7,Client Support Analyst,4.0,7.0,Senior,8,product management,21.5
AllianceData,Bangalore/Bengaluru,postgraduate,"relationship management, career development, sas, formulation, finance, wellness, data mining, analytics",contract,861750.0,2-4,"Campaign Measurement Optimization Analyst, 1",2.0,4.0,Mid,8,relationship management,8.62
RYSTAD ENERGY INDIA PRIVATE LIMITED,Bangalore/Bengaluru,postgraduate,"team management, data research, business analysis, financial analysis, npv, analytical, trend analysis, business intelligence",contract,1593447.0,1-3,Exploration and Production (E&P) Analyst,1.0,3.0,Mid,8,team management,15.93
Accenture,Bangalore/Bengaluru,postgraduate,"analytical, consulting, agile, endur, project delivery, requirements gathering, waterfall, functional analysis",contract,1238575.0,6-7,Openlink Endur Functional Business Analyst,6.0,7.0,Senior,8,analytical,12.39
Accenture,Bangalore/Bengaluru,undergraduate,"analytical, consulting, agile, endur, project delivery, automation testing, data modeling, functional analysis",full-time,850174.0,1-6,Openlink Endur Functional Business Analyst,1.0,6.0,Senior,8,analytical,8.5
CAE Inc.,Bangalore/Bengaluru,postgraduate,"unix, operations management, data validation, linux, coding, issue resolution, windows, dbms",contract,1422275.0,4-5,Contributor Business Analyst,4.0,5.0,Mid,8,unix,14.22
Accenture,Bangalore/Bengaluru,undergraduate,"analytical, consulting, agile, endur, project delivery, requirements gathering, waterfall, functional analysis",contract,2463046.0,5-7,Openlink Endur Functional Business Analyst,5.0,7.0,Senior,8,analytical,24.63
Cargill,Bangalore/Bengaluru,postgraduate,"data validation, data management, production support, business analyst, agile scrum, reconciliation, power bi, big data",contract,1414623.5,4-5,Business Analyst,4.0,5.0,Mid,8,data validation,14.15
Cargill,Bangalore/Bengaluru,undergraduate,"sql queries, business analyst, business data analyst, business intelligence analyst, agile, manager technology, data analytics, analyst ii",full-time,1789357.0,1-2,Business Analyst,1.0,2.0,Entry,8,sql queries,17.89
IBM,Bangalore/Bengaluru,postgraduate,"system architecture, data modeling, cognos, business strategy, sql, it skills, testing, mainframe",contract,1266716.0,3-6,Business Analyst,3.0,6.0,Senior,8,system architecture,12.67
IBM,Bangalore/Bengaluru,undergraduate,"data analysis, linux, customer interfacing, html, business operations, business process, analytical",contract,1061056.0,4-6,Business Analyst,4.0,6.0,Senior,7,data analysis,10.61
TekFortune Inc.,Bangalore/Bengaluru,postgraduate,"relationship management, data analysis, collateral management, business analysis, investment banking, project delivery, stakeholder management, ms office",full-time,2037885.0,4-5,Business Analyst Capital/Investment,4.0,5.0,Mid,8,relationship management,20.38
IBM,Bangalore/Bengaluru,postgraduate,"automation, data management, data quality, business intelligence, sql, it skills, python, cloud",full-time,1560006.0,0-1,Business Analyst,0.0,1.0,Entry,8,automation,15.6
Capco,Bangalore/Bengaluru,postgraduate,"business process, data analysis, tlm, reconciliation, product control, investment banking, asset management, financial services",contract,1590134.0,7-8,Business Analyst ( Duco ),7.0,8.0,Senior,8,business process,15.9
Focus Energy,Delhi / NCR,postgraduate,autocad,contract,989418.0,3-4,Civil engineer process associate (Diploma/Be/B.tech),3.0,4.0,Mid,1,autocad,9.89
KPMG,Mumbai,undergraduate,"manager internal audit, corporate governance, litigation, reconciliation, transfer pricing, taxation, ms office, corporate taxation",contract,1935380.0,2-5,Analyst - F&A,2.0,5.0,Mid,8,manager internal audit,19.35
eClerx,Pune,undergraduate,"financial analysis, system reconciliation, cataloguing, portfolio reconciliation, data capture, ms excel, reference data management, kyc",contract,2156034.0,4-6,Financial Markets - Analyst - Finance Analyst,4.0,6.0,Senior,8,financial analysis,21.56
Deutsche Bank,Mumbai,undergraduate,"data analysis, change management, due diligence, publishing, data management, mis, risk assessment, corporate finance",full-time,1476127.0,7-8,Know Your Client (KYC) Analyst,7.0,8.0,Senior,8,data analysis,14.76
IHS Markit,Noida,unknown,"data analysis, data management, analytical, data quality, market data, manager quality control, operations, financial services",contract,2074797.0,6-8,Operations Analysis Analyst,6.0,8.0,Senior,8,data analysis,20.75
Tech Mahindra,Hyderabad/Secunderabad,postgraduate,"excellent communication, english, ms office, language teaching, communication skills, email, university, keyboard",full-time,1414623.5,1-3,Process Analyst,1.0,3.0,Mid,8,excellent communication,14.15
eClerx,Mumbai,undergraduate,"investment banking operations, trade life cycle, finance, capital market, financial services, process management, derivatives, financial markets",full-time,1064657.0,7-8,Financial Markets-Analyst-Investment Banking Operations,7.0,8.0,Senior,8,investment banking operations,10.65
eClerx,Pune,postgraduate,"digital operations, data analysis, business rules, database management",full-time,2164623.0,3-5,Analyst - Digital Operations,3.0,5.0,Mid,4,digital operations,21.65
Uber,Hyderabad/Secunderabad,postgraduate,"product analyst, business design, data analytics, business strategy, sql, python, scripting",full-time,605378.0,1-7,Product Analyst,1.0,7.0,Senior,7,product analyst,6.05
Allegis Group,Pune(Kharadi),undergraduate,"financial analysis, fx, data quality, credit risk management, var, derivatives, variance analysis, credit risk analysis",contract,2251658.0,3-6,Credit Risk Analyst,3.0,6.0,Senior,8,financial analysis,22.52
Deutsche Bank,Mumbai,unknown,"automation, trend analysis, german, data analyst, asset management, investment management, business intelligence, ms office",contract,525841.0,3-6,DWS Product - Research Analyst,3.0,6.0,Senior,8,automation,5.26
AR ENTERPRISES,Remote,undergraduate,"agile methodology, azure, data analysis expressions, data scientist, sql, powershell, jupyter, numpy",contract,1414623.5,4-6,Hiring Microsoft Azure Data Engineer For UK Based Client,4.0,6.0,Senior,8,agile methodology,14.15
CHANGE LEADERS CONSULTING,"Mumbai, New Delhi",unknown,"java, spark, jee, kafka, hdfs, sqoop, rest, hive",full-time,1022178.0,1-6,Big Data engineer,1.0,6.0,Senior,8,java,10.22
CHANGE LEADERS CONSULTING,"Mumbai, Pune, Chennai",undergraduate,"snowflake, emr, talend, spark sql, s3, aws cloud, big data, aws s3",contract,1744047.0,4-7,Data Engineer,4.0,7.0,Senior,8,snowflake,17.44
ESS CEE HR SOLUTIONS,"Gurgaon/Gurugram, Chennai",postgraduate,"python spark sql, pyspark, big data, power bi tableau qlik, data engineer, power bi, spark, tableau",contract,460514.0,0-1,"MNC Hiring For "" Data Engineer- Big data ""- Gurgaon/Chennai",0.0,1.0,Entry,8,python spark sql,4.61
KP HR AND INFRA SERVICES,"Chandigarh, Pune, Mumbai (All Areas)",postgraduate,"no sql, scoop, post gress, tera data, sql server, spark, big data, it skills",full-time,1316693.0,1-2,"Data Engineer(SQL server or Post gress, Tera data, Big data, No SQL)",1.0,2.0,Entry,8,no sql,13.17
PEPPLO CONSULTING,"Kolkata, Mumbai",undergraduate,"azure data factory, gcp, aws, machine learning, sql",contract,410744.0,4-5,Data Engineer,4.0,5.0,Mid,5,azure data factory,4.11
BRIDGE WAVES,"Pune, Chennai, Tiruchirapalli/Trichy",postgraduate,"azure, data factory, sql, pyspark, python, azure databricks, it skills, azure data factory",contract,784766.0,6-8,Azure Data Engineer,6.0,8.0,Senior,8,azure,7.85
KP HR AND INFRA SERVICES,"Chandigarh, Pune, Mumbai (All Areas)",postgraduate,"data management, big data, teradata, sql server, post gress, spark, no sql, tera data",contract,1318610.0,6-8,"Data Engineer(SQL server or Post gress, Tera data, Big data, No SQL)",6.0,8.0,Senior,8,data management,13.19
Synergy Innovation,"Noida, Hyderabad/Secunderabad, Chennai",unknown,"scala, hadoop cluster, spark, python, hadoop ecosystem, hdfs, hive, yarn",contract,1523179.0,2-4,BIG DATA Engineer - DEV & Solution ARCHITECT_ Hiring IN AN IT Company,2.0,4.0,Mid,8,scala,15.23
CHANGE LEADERS CONSULTING,"Mumbai, Pune, Chennai",undergraduate,"s3, emr, cloudera, snowflake, talend, spark sql, shell scripting, aws cloud",full-time,581729.0,0-6,Data Engineer,0.0,6.0,Senior,8,s3,5.82
CHANGE LEADERS CONSULTING,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai",undergraduate,"redshift, aws glue, aws, solution architecting, software development, database queries, iaas, spark",full-time,2030945.0,6-7,Data Engineer,6.0,7.0,Senior,8,redshift,20.31
CHANGE LEADERS CONSULTING,"Hyderabad/Secunderabad, Pune, Chennai, Mumbai (All Areas)",postgraduate,"aws services, talend, aws iaas, aws, analytical, troubleshooting, communication, it skills",contract,761493.0,3-4,"Data Engineer | Mumbai, Hyderabad , Chennai, Pune",3.0,4.0,Mid,8,aws services,7.61
Bhakti Consultaants,Pune(Talegaon Dabhade),postgraduate,"azure, ssis, tsql, business intelligence, power bi, data factory, data engineer, ssrs",contract,1246636.0,7-8,Data Engineer,7.0,8.0,Senior,8,azure,12.47
Vacancieshub HRM solutions Pvt Ltd,Kochi/Cochin,undergraduate,"scala, hadoop, kafka, spark, postgres, big data data, big data technologies, open source",contract,757068.0,5-7,Big Data Engineer,5.0,7.0,Senior,8,scala,7.57
CareerHunt India Pvt Ltd,Hyderabad/Secunderabad,undergraduate,"hive, spark rdd transformation, hdfs, scala with spark, building application, spark, impala, python",contract,1477268.0,2-4,Big Data Engineer,2.0,4.0,Mid,8,hive,14.77
Krazy Mantra HR Solutions Pvt. Ltd,Pune,unknown,"gcp, spark, hadoop ecosystem, dataflow, sql scripts, shell scripts, python, data warehouse",contract,1747324.0,1-3,GCP Data Engineer,1.0,3.0,Mid,8,gcp,17.47
a3N Solutions,Pune,postgraduate,"azure devops, sql, python, rest apis, microsoft azure, powershell, it skills, .net",full-time,329969.0,0-2,Azure Data Engineer,0.0,2.0,Entry,8,azure devops,3.3
Hissar IT Services,Pune,postgraduate,"big data, spark, unit testing framework, oops, java, sql, design patterns, scala",contract,667701.0,5-6,Big Data Engineer - SE/SSE/TL,5.0,6.0,Senior,8,big data,6.68
