company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa,location_type,primary_city
C1X Inc.,"chennai, bengaluru",postgraduate,"process, development, ux, code, service, data processing, developing, html",contract,2005818.0,5-7,Data Engineer,5.0,7.0,Senior,8,process,20.06,Onsite,chennai
Fiddich,bengaluru,postgraduate,"computer science, automation, data domain, data modeling, analytical, technical, business intelligence, data mining",full-time,1913611.0,0-2,Data Engineer,0.0,2.0,Entry,8,computer science,19.14,Onsite,bengaluru
Indium Software (India) Limited,"hyderabad,hyderabad, bengaluru,bengaluru",postgraduate,"sql queries, hadoop, data engineering, presentation, hive, etl, communication, presto",contract,2371841.0,7-8,Data Engineer,7.0,8.0,Senior,8,sql queries,23.72,Onsite,hyderabad
NIVEUS SOLUTIONS PRIVATE LIMITED,"mangaluru,mangalore, bengaluru,bengaluru, mumbai ",undergraduate,"python, java, mongodb, it skills, machine learning, cloud, javascript, aws",full-time,1414623.5,5-6,Opening For Customer Engineer- Data Vertical- Technical role,5.0,6.0,Senior,8,python,14.15,Onsite,mangaluru
Winvest technology consultancy services Pvt Ltd,"hyderabad,hyderabad, chennai, bengaluru,bengaluru",undergraduate,"engineering, cloud, java, snowflake, nosql, etl, python, relational",contract,1816776.0,7-8,Data Engineers,7.0,8.0,Senior,8,engineering,18.17,Onsite,hyderabad
Kaizen SRA Technologies Pvt. Ltd.,"hyderabad,hyderabad, chennai, bengaluru,bengaluru",undergraduate,"hive, spark, apache nifi, hadoop, cassandra, hdfs, big data, mongodb",full-time,390504.0,1-4,Big Data Engineer - Hive/Spark/Apache NiFi,1.0,4.0,Mid,8,hive,3.91,Onsite,hyderabad
Roposo,"bengaluru,bengaluru",postgraduate,"computer science, side, interpersonal skills, multithreading, mobile phones, hadoop, programming, open source",contract,1445634.0,0-1,SDE III - Data Engineer,0.0,1.0,Entry,8,computer science,14.46,Onsite,bengaluru
Roposo,"bengaluru,bengaluru",undergraduate,"computer science, side, interpersonal skills, multithreading, mobile phones, hadoop, programming, open source",contract,578970.0,1-4,SDE IV - Data Engineer,1.0,4.0,Mid,8,computer science,5.79,Onsite,bengaluru
skypoint cloud,"bengaluru,bengaluru",postgraduate,"nosql, data factory, azure functions, data structures, spark, microservices, python",contract,2392873.0,6-7,Azure Data Engineer,6.0,7.0,Senior,7,nosql,23.93,Onsite,bengaluru
Vision Beyond Resources India Private Limited,"bengaluru,bengaluru",undergraduate,"redshift aws, data analysis, data modeling, aws, sql",contract,2497657.0,2-5,Data Engineer,2.0,5.0,Mid,5,redshift aws,24.98,Onsite,bengaluru
Glance IT Solution,"bengaluru,bengaluru",postgraduate,"computer science, side, interpersonal skills, multithreading, mobile phones, hadoop, programming, open source",contract,612963.0,2-4,SDE III - Data Engineer,2.0,4.0,Mid,8,computer science,6.13,Onsite,bengaluru
Torry Harris Business Solutions,"bengaluru,bengaluru",postgraduate,"it skills, oracle, performance tuning, coding, analytical, shell scripting, agile, workflow",contract,1270365.0,1-3,Big Data Engineer,1.0,3.0,Mid,8,it skills,12.7,Onsite,bengaluru
UNEXT LEARNING PRIVATE LIMITED,"bengaluru,bengaluru",undergraduate,"aws glue, azure, spark, big data analytics, data governance, hadoop, emr, etl",contract,1414623.5,0-4,Data Engineer,0.0,4.0,Mid,8,aws glue,14.15,Onsite,bengaluru
Diverse Lynx,"bengaluru,bengaluru",undergraduate,"communication, postgresql, data warehouse, mysql, ms sql, data warehouses, it skills, architecture",full-time,1710400.0,7-8,GCP Data Engineer,7.0,8.0,Senior,8,communication,17.1,Onsite,bengaluru
Servian,bengaluru,undergraduate,"it skills, python, cloud, azure, training, automation, data migration, cloud security",full-time,1164151.0,6-7,Data Engineer - Azure,6.0,7.0,Senior,8,it skills,11.64,Onsite,bengaluru
Servian,bengaluru,unknown,"it skills, python, cloud, training, automation, data migration, data security, consulting",contract,2496122.0,7-8,Data Engineer,7.0,8.0,Senior,8,it skills,24.96,Onsite,bengaluru
DocsApp,bengaluru,unknown,"automation, data migration, data management, consulting, mysql, healthcare, wellness, japanese",full-time,2169713.0,0-3,Data Engineer,0.0,3.0,Mid,8,automation,21.7,Onsite,bengaluru
Gensler,"bengaluru,bengaluru",postgraduate,"computer science, hospitality, control system, data processing, wellness, informatica, business intelligence, troubleshooting",contract,1108664.0,2-3,Data Engineer,2.0,3.0,Mid,8,computer science,11.09,Onsite,bengaluru
Silicon Valley Bank,"bengaluru,bengaluru",undergraduate,"unix, automation, data modeling, xml, data structures, j2ee, perl, business intelligence",contract,2445134.0,0-6,Principal Data Engineer,0.0,6.0,Senior,8,unix,24.45,Onsite,bengaluru
GAMESKRAFT TECHNOLOGIES PRIVATE LIMITED,"bengaluru,bengaluru",undergraduate,"big data, kafka, hadoop spark",full-time,1874651.0,1-2,Data Engineer,1.0,2.0,Entry,3,big data,18.75,Onsite,bengaluru
RSB Global,"bengaluru,bengaluru",postgraduate,"html5, css, javascript, react.js",contract,1193962.0,7-8,Role: Data Engineer,7.0,8.0,Senior,4,html5,11.94,Onsite,bengaluru
Andor Tech (India) Pvt Ltd,"bengaluru,bengaluru",postgraduate,"hive, sql, hadoop, scala, spark, oozie",full-time,1414623.5,0-1,Big data Engineer,0.0,1.0,Entry,6,hive,14.15,Onsite,bengaluru
CROSSROAD ELF DSS PRIVATE LIMITED,bengaluru,postgraduate,"data collection, olap, data quality, data analytics, informatica, oracle, data mining, pentaho",full-time,2079005.0,3-5,Data Engineer,3.0,5.0,Mid,8,data collection,20.79,Onsite,bengaluru
Simpl,bengaluru,undergraduate,"computer science, usage, neo4j, focus, finance, query, credit underwriting, data structures",contract,2273867.0,5-6,Data Engineer,5.0,6.0,Senior,8,computer science,22.74,Onsite,bengaluru
SKANDHA IT SERVICES PRIVATE LIMITED,"hyderabad,hyderabad, bengaluru,bengaluru",postgraduate,"azure data factory, power bi, spark, azure synapse analytics, azure databricks, it skills, azure, azure data lake store gen 2",contract,2229435.0,0-2,"Power BI, Data Engineer",0.0,2.0,Entry,8,azure data factory,22.29,Onsite,hyderabad
ParallelStack Sytems,"bengaluru,bengaluru",postgraduate,"wireless, telecom, linux, 3g, data management, packaging, analytics, monitoring",contract,2451660.0,4-5,Data Engineer,4.0,5.0,Mid,8,wireless,24.52,Onsite,bengaluru
Parallel Wireless,"bengaluru,bengaluru",postgraduate,"wireless, telecom, linux, 3g, data management, packaging, analytics, monitoring",full-time,2331580.0,6-8,Data Engineer,6.0,8.0,Senior,8,wireless,23.32,Onsite,bengaluru
Palyon HR Services,bengaluru,postgraduate,"business services, web services, soa, senior management, xml, jsp, j2ee, hr",contract,1414623.5,7-8,Big Data Engineer,7.0,8.0,Senior,8,business services,14.15,Onsite,bengaluru
Shell,"bengaluru,bengaluru",undergraduate,"unix, c++, testing tools, coding, cms, data structures, perl, windows",full-time,329850.0,5-6,Data Engineer,5.0,6.0,Senior,8,unix,3.3,Onsite,bengaluru
Qoala,"bengaluru,bengaluru",undergraduate,"ci cd, machine learning, analytical, it skills, analytical skills, architecture, compliance, programming",contract,2057414.0,2-7,Data Engineer,2.0,7.0,Senior,8,ci cd,20.57,Onsite,bengaluru
Shell,"bengaluru,bengaluru",undergraduate,"adf, adls, databricks, pyspark, arm templates, data engineering, analysis services, pyspark",contract,876632.0,7-8,Data Engineer,7.0,8.0,Senior,8,adf,8.77,Onsite,bengaluru
Wissen Infotech,"hyderabad,hyderabad, bengaluru,bengaluru",undergraduate,"data engineering, spark, aws, lambda, s3, aws athena, emr, java",full-time,980373.0,0-6,A fabulous opportunity For AWS Data Engineer(L3)in a 22 years old MNC,0.0,6.0,Senior,8,data engineering,9.8,Onsite,hyderabad
Unusual Hire,bengaluru,unknown,"computer science, data management, data structures, olap, data quality, oracle, business intelligence, oltp",full-time,819515.0,5-6,Data Engineer,5.0,6.0,Senior,8,computer science,8.2,Onsite,bengaluru
INITIATEFIRST INFORMATION SERVICES PRIVATE LIMITED,"bengaluru,bengaluru",unknown,"it skills, python, testing, cloud, azure, data engineer, analytics, sql",full-time,533876.0,1-6,Data Engineer,1.0,6.0,Senior,8,it skills,5.34,Onsite,bengaluru
Seven Consultancy,bengaluru,postgraduate,"computer science, automation, data analysis, data management, database design, project management, apache, ruby",full-time,2173344.0,2-6,Cloud Data Engineer,2.0,6.0,Senior,8,computer science,21.73,Onsite,bengaluru
Shell,chennai,undergraduate,"sap pm, maintenance engineering, maintenance management, data quality, maximo, plant maintenance, production, chemical engineering",full-time,2097271.0,0-2,Process Data Engineer,0.0,2.0,Entry,8,sap pm,20.97,Onsite,chennai
Class One Exchange.,"chennai, bengaluru",postgraduate,"process, development, ux, code, service, data processing, developing, html",full-time,1244045.0,5-6,Data Engineer,5.0,6.0,Senior,8,process,12.44,Onsite,chennai
Tarams Software Technologies,"bengaluru,bengaluru",undergraduate,"product engineering, tableau, query optimization, data science, data modeling, plsql, dms, oracle",full-time,1414623.5,2-4,Data Engineer,2.0,4.0,Mid,8,product engineering,14.15,Onsite,bengaluru
PaveIT Solutions,bengaluru,undergraduate,"azure, spark, big data, apache hadoop, aws lambda, nosql, data lake, sql",full-time,1764642.0,2-3,Big Data Engineer,2.0,3.0,Mid,8,azure,17.65,Onsite,bengaluru
Huquo Consulting Pvt. Ltd,"gurugram,gurugram",postgraduate,"data science, logistic regression, decision tree, data processing, statistical modeling, random forests, svm, data analytics",full-time,2156485.0,3-4,Analyst - Data Science - Python/Machine Learning/Analytics,3.0,4.0,Mid,8,data science,21.56,Onsite,gurugram
jupiter,"bengaluru,bengaluru",postgraduate,"computer science, object oriented design, data science, machine learning, cms, data structures, html, scheduling",full-time,2304910.0,3-4,Data Engineer,3.0,4.0,Mid,8,computer science,23.05,Onsite,bengaluru
Mindshare India Pvt Ltd,"gurugram,gurugram",postgraduate,"jquery, linux, coding, xml, mysql, data structures, perl, json",contract,1010180.0,5-6,Data Engineer,5.0,6.0,Senior,8,jquery,10.1,Onsite,gurugram
Torry Harris Business Solutions,"bengaluru,bengaluru",undergraduate,"mapreduce, python, hbase, sqoop, hive, analytical, communication, spark",contract,1302189.0,0-6,Big Data Engineer,0.0,6.0,Senior,8,mapreduce,13.02,Onsite,bengaluru
Team4Progress,"hyderabad,hyderabad, bengaluru,bengaluru",unknown,"computer science, service delivery, rdbms, cloud, olap, performance optimization, deployment, big data",contract,1194212.0,7-8,Data Engineer,7.0,8.0,Senior,8,computer science,11.94,Onsite,hyderabad
Multi Recruit,"bengaluru,bengaluru",unknown,"plm, data cleansing, electrical engineering, change management, data migration, master data management, database management, application programming",full-time,2149125.0,3-5,Component Data Engineer,3.0,5.0,Mid,8,plm,21.49,Onsite,bengaluru
Harman Connected Services Corporation India Pvt.,"bengaluru,bengaluru",unknown,"azure data factory, hive, power bi, hadoop, big data, data engineer, informatica, ssis",full-time,985292.0,3-4,Data Engineer,3.0,4.0,Mid,8,azure data factory,9.85,Onsite,bengaluru
T2 Innovations,chennai,undergraduate,"microstrategy, ms sql, cassandra, postgresql, mysql, data processing, mongodb, oracle",full-time,2226179.0,3-4,GCP Data Engineer,3.0,4.0,Mid,8,microstrategy,22.26,Onsite,chennai
Novo Tree Minds,"hyderabad,hyderabad, bengaluru,bengaluru",postgraduate,"data management, etl, aws, data infrastructure, python, sql",full-time,1340864.0,1-5,Data engineer,1.0,5.0,Mid,6,data management,13.41,Onsite,hyderabad
"Bloom Consulting Services, Inc.","bengaluru,bengaluru",unknown,"aws s3, hive, hadoop, data engineer, spark, data warehousing, etl",contract,1999041.0,7-8,Data Engineer,7.0,8.0,Senior,7,aws s3,19.99,Onsite,bengaluru
eNation Solutions Private Limited,remote,undergraduate,"django, sql, python, data structures, relational databases, json, rest services, matplotlib",full-time,2325804.0,2-4,WFH Data Engineer - Freelance/Contract,2.0,4.0,Mid,8,django,23.26,Remote,remote
VEGA Intellisoft Private Limited,"bengaluru,bengaluru",undergraduate,"r, java, data analytics, data science, ml, python, big data, advanced analytics",full-time,646849.0,2-4,Software Engineer Data Science,2.0,4.0,Mid,8,r,6.47,Onsite,bengaluru
VEGA Intellisoft Private Limited,"bengaluru,bengaluru",postgraduate,"python, aws, azure, scala, spark, sqs, spark stack, analysis",contract,848267.0,5-6,Software Engineer Data Engineering,5.0,6.0,Senior,8,python,8.48,Onsite,bengaluru
STATS PERFORM,"bengaluru,bengaluru",postgraduate,"vista, computer vision, san, sap, data management, development manager, management, oracle",contract,1265973.0,6-7,Data Engineer,6.0,7.0,Senior,8,vista,12.66,Onsite,bengaluru
Streamhub,bengaluru,undergraduate,"cloud computing, architecture, gcp, data modeling, machine learning, mongodb, big data, analytics",contract,2050420.0,1-3,Data Engineer,1.0,3.0,Mid,8,cloud computing,20.5,Onsite,bengaluru
TALENT500 TECH (INDIA) PRIVATE LIMITED,"bengaluru,bengaluru",postgraduate,big data,contract,399273.0,7-8,Big Data Engineer | 7 Eleven,7.0,8.0,Senior,1,big data,3.99,Onsite,bengaluru
Techstar Software Development India Pvt. Ltd.,"bengaluru,bengaluru",postgraduate,"hive, sqoop, hadoop, it skills, python, testing, devops, data ingestion",full-time,2130564.0,2-4,Data Engineer - Hadoop Platform,2.0,4.0,Mid,8,hive,21.31,Onsite,bengaluru
CoinSwitch Kuber,"bengaluru,bengaluru",unknown,"data validation, aws lambda, data pipeline, scala, hadoop, big data, spark, data analytics",contract,2231700.0,1-2,Data Engineer,1.0,2.0,Entry,8,data validation,22.32,Onsite,bengaluru
Minions Ventures,"bengaluru,bengaluru",undergraduate,"apache, data integration, nifi, s3, parquet, erp, azure, tat",contract,1632005.0,4-5,Data Integration Engineer,4.0,5.0,Mid,8,apache,16.32,Onsite,bengaluru
Minions Ventures,"bengaluru,bengaluru",undergraduate,"apache nifi, data integration, sql, xlsx, jms, rest, odbc, data integration engineer",full-time,1414623.5,3-5,Data Integration Engineer,3.0,5.0,Mid,8,apache nifi,14.15,Onsite,bengaluru
RCPC,"bengaluru,bengaluru",undergraduate,"data engineering, data engineer, automated tests",full-time,1585995.0,3-4,Data Engineer,3.0,4.0,Mid,3,data engineering,15.86,Onsite,bengaluru
Ushur,bengaluru,undergraduate,"it skills, java, python, cloud, devops, node.js, big data, process automation",full-time,1359893.0,5-7,Big Data Engineer,5.0,7.0,Senior,8,it skills,13.6,Onsite,bengaluru
HRDevi Talent Acquisition,bengaluru,unknown,"java, distribution systemx, scala, c developer, big data, lisp",contract,1354908.0,5-7,Data Engineer,5.0,7.0,Senior,6,java,13.55,Onsite,bengaluru
Rakuten,"bengaluru,bengaluru",undergraduate,"hive, gcp, hadoop, big data, python, sql, spark, bigdata",contract,393466.0,6-8,Hiring Data Engineer,6.0,8.0,Senior,8,hive,3.93,Onsite,bengaluru
KnowledgeHut,"hyderabad,hyderabad, bengaluru,bengaluru",undergraduate,"python, nosql, redshift aws, aws glue, data engineering, a3, big data analytics, dms",contract,808158.0,2-7,AWS Data Engineer,2.0,7.0,Senior,8,python,8.08,Onsite,hyderabad
Relevance Lab Inc,bengaluru,postgraduate,"it skills, testing, pl sql, git, data modeling, configuration management, analytical, agile",full-time,558604.0,1-2,Data Engineer,1.0,2.0,Entry,8,it skills,5.59,Onsite,bengaluru
MEERO,"bengaluru,bengaluru",unknown,"automation, analytical, supply chain operations, customer support, html, customer service, raw material, logistics",full-time,482473.0,2-3,Automation & Data Engineer,2.0,3.0,Mid,8,automation,4.82,Onsite,bengaluru
AceNet,"hyderabad,hyderabad, chennai, gurugram,gurugram, bengaluru,bengaluru",postgraduate,"text mining, c++, business objects, simulation, coding, mysql, machine learning, scala",full-time,743692.0,5-6,Data Science Engineer,5.0,6.0,Senior,8,text mining,7.44,Onsite,hyderabad
TechChefs Software Pvt. Ltd.,bengaluru,postgraduate,"it skills, big data, tuning, ing, data, use cases, etl",full-time,2430628.0,4-6,Data Engineer,4.0,6.0,Senior,7,it skills,24.31,Onsite,bengaluru
Version 1,bengaluru,postgraduate,"it services, data management, agile, data quality, visual studio, customer service, apache, ssis",full-time,2161770.0,1-2,Data Analytics Consultant (Data Engineer),1.0,2.0,Entry,8,it services,21.62,Onsite,bengaluru
A1 Technology Pvt Ltd,"bengaluru,bengaluru",undergraduate,"emr, rds mysql, aws data, spark, aws redshift, dynamodb, rdbms, lambda",contract,2073530.0,1-2,AWS Data Engineer - Spark/DynamoDB,1.0,2.0,Entry,8,emr,20.74,Onsite,bengaluru
Eli Lilly and Company,"bengaluru,bengaluru",postgraduate,"data science, written communication, health, data management, problem solving, data engineer, aws, python",contract,2005019.0,2-4,MD IDS Data Engineer,2.0,4.0,Mid,8,data science,20.05,Onsite,bengaluru
Snaphunt,"bengaluru,bengaluru, remote",postgraduate,"data analytics, data structures, it skills, python, data science, cloud, devops, javascript",full-time,1265971.0,4-5,ETL Data Engineer,4.0,5.0,Mid,8,data analytics,12.66,Remote,remote
NovoTree Minds Consulting Pvt. Ltd.,"bengaluru,bengaluru",postgraduate,"s3, amazon web services, hive, data pipeline, sql, spark, hadoop, impala",contract,588621.0,1-4,Data Engineer,1.0,4.0,Mid,8,s3,5.89,Onsite,bengaluru
NovoTree Minds Consulting Pvt. Ltd.,"bengaluru,bengaluru",postgraduate,"scrum, oozie, airflow, databricks, agile, sqoop, spark, database programming",contract,909522.0,2-5,Data Engineer,2.0,5.0,Mid,8,scrum,9.1,Onsite,bengaluru
Data Semantics,"bengaluru,bengaluru",undergraduate,"restful apis, git, azure, data bricks, sql server, no sql, sql, python",contract,2173896.0,5-7,Python Data Engineer,5.0,7.0,Senior,8,restful apis,21.74,Onsite,bengaluru
MINDERA INDIA PRIVATE LIMITED,"chennai, bengaluru,bengaluru",postgraduate,"snowflake, data modeling, aws, python, sql, lambda, glue, s3",full-time,2484100.0,1-3,Data Engineer,1.0,3.0,Mid,8,snowflake,24.84,Onsite,chennai
Pathway Creators,"bengaluru,bengaluru",undergraduate,"etl, python, graphql, sql",full-time,1414623.5,2-3,Python Data Engineer,2.0,3.0,Mid,4,etl,14.15,Onsite,bengaluru
Talent Zone Consultant,bengaluru,unknown,big data engineer full stack developer company profile company name talent zone consultant,full-time,1089647.0,2-6,Big Data Engineer,2.0,6.0,Senior,1,big data engineer full stack developer company profile company name talent zone consultant,10.9,Onsite,bengaluru
