Company,Location,education,Skills/Description,job_type,salary,Job Experience,Job_Role
CROSSROAD ELF DSS PRIVATE LIMITED,Bengaluru,UG,"C++, Linux, Shell scripting, Machine learning, Database, OLAP, Informatica, Analytics",contract,740209.0,2-7,Data Analytics Developer
jupiter,Bangalore/Bengaluru,,"Data Science, Team Lead, Excel, Banking, Problem Solving, Payments, Leadership Skills",full-time,673281.0,4-6,Data Annotator Intern
Eurofins It Solutions,Bangalore/Bengaluru,,"IT Skills, Python, Testing, Data Science, Machine Learning, Tableau, Azure, Hive",contract,,8-11,Data Architect
Microsoft,Bangalore/Bengaluru,UG,"Computer science, data science, Consulting, Machine learning, Workflow, microsoft azure, microsoft, Analytics",contract,599721.0,5-10,Delivery Data Science
Jupiter.money,Bangalore/Bengaluru,ug,"Data Science, Presentation Skills, Banking, Problem Solving, Data Annotation, Operations, Startup, Leadership Skills",full-time,700720.0,4-6,Data Annotator Intern
Artech Infosystems Pvt. Ltd.,Bangalore/Bengaluru,UG,"SCALA, NoSQL, Bigdata SQL, spark, AWS, Hadoop, Big Query, GCP",contract,860110.0,4-6,Developer- Big Data Developer
TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,pg,"Big Data, Python",contract,883757.0,8-12,Big Data Architect | Lululemon
Shell,Bangalore/Bengaluru,pg,"Azure PaaS, Enterprise Architecture, Data Quality, TOGAF, Master Data Management, Data Profiling, Data Analysis, Data Modeling",,643190.0,3-8,Data Architect
CygnusPro Software Solutions Pvt. Ltd,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",pg,"data modeling, olap, oltp, IT Skills, Oracle, AWS, oracle designer",,1178652.0,6-11,Data Modeler
Capleo Global,Bangalore/Bengaluru,ug,"Big data, Spark, Python, Pyython, Greenplum, SQL, Bigdata, Data Base Bigdata",contract,827623.0,5-10,Big Data + Data Base
Delivery Centric Technology Services Pvt Ltd,Bangalore/Bengaluru,UG,"Zookeeper Hive, Cloudera, UNIX, MapReduce, data bricks, Data modelling, Jenkin, Bitbucket",contract,2477373.0,3-7,"Big data/Hadoop, Data bricks requirement"
Dynpro India Pvt. Ltd.,Bangalore/Bengaluru,pg,"Python, GCP, Azure, Spark, Docker, Terraform, DevOps, Jenkins",full-time,2031692.0,5-9,Big data
Suyati Technologies Pvt Ltd,"Kochi, Bengaluru",Post-graduate,"IT Skills, Data Science, Machine Learning, Big Data, Technical management, big data analytics, Manager Technology, PHP",contract,1579647.0,12-17,Data Science Practice Manager
Gadgeon Smart Systems Pvt Limited,"Kochi/Cochin, Bangalore/Bengaluru",pg,"Pytorch, RLlib, Tensorflow, Keras, POMDP, Image Analysis, MDP, C++",contract,450821.0,5-10,Data Science
Inference Labs,Bangalore/Bengaluru,,"PDF, GCP, PAAS, SCALA, OLAP, Informatica, SSIS, Monitoring",full-time,857793.0,4-9,Data Science
Team4Progress,"Hyderabad, Bengaluru",UG,"Data Architect, JSON, AWS, Python, Data architecture, Auditing",contract,1866899.0,10-15,AWS Data Architect
experionglobal,"Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",UG,"IT Skills, Cloud, DevOps, Tableau, Power BI, Azure, ISMS, PDF",contract,1310551.0,8-13,Azure Data Specialist
IBS Software Services,"Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",,"Java, python, Bigdata Technologies, Data Warehousing, ETL, NoSQL",contract,532272.0,8-12,Big Data Architect
Expertiz,Bengaluru,UG,"analytics, development, assets, pre sales, forecasting, ip, asset management, handling",full-time,,6-8,Manager - Data Analytics
Diverse Lynx,Bengaluru,UG,"Azure Data Bricks, Spark, SYNAPSE Analytics, Data Factory, Azure SQL Warehouse, MS SQL Server, CI / CD, Data Bricks",contract,1516506.0,3-7,HPI::::Azure Data/ SSAS::::C1
Refinitiv,Bangalore/Bengaluru,pg,"Automation, Stock exchange, Customer retention, Healthcare, Workflow, Capital market, Data mining, Recruitment",contract,2221636.0,3-6,Customer Insights and Analytics Manager / Data Science
Netobjex,"Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",,"Enterprise Architecture, Nosql, Software Development, Data Architect, Information Management, Data Modeling, Data Architecture, Oracle",full-time,546510.0,10-15,Data Architect
DVSUM INDIA PRIVATE LIMITED,Bangalore/Bengaluru,pg,"Azure, Data Migration, Data Warehousing, communication, Data Management, PLSQL, written, IT Skills",full-time,,14-18,Data Architect
RGF Professional Recruitment,Bangalore/Bengaluru,pg,"Application support, Data management, Data Architect, System integration, Cloud, Healthcare, Business process management, Financial services",contract,1588166.0,7-14,Cloud Data Architect
ValueLabs,Hyderabad/Secunderabad,UG,"data archtect, Data Scientist, Data Mining, IT Skills, Tableau, application software, System Software, Application Software Support",full-time,1326976.0,8-11,Data Architect
SRS Infoway,"Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",Under-graduate,"Snowflake, ADF, IT Skills, Azure, Azure Data Factory",contract,1381478.0,7-12,Azure Data Factory Developer
Microsoft,Bangalore/Bengaluru,pg,"IT Skills, Data Science, Cloud, Oracle, Big Data, AWS, Tableau, Performance tuning",full-time,2050161.0,5-9,Cloud Solution Architecture- Data Analytics
Intelliest Technology,Pune,ug,"java, scala, Spark, big data, communication, written, Bigdata, IT Skills",,1956163.0,4-9,Big Data Developer
NSE.IT Ltd,"Mumbai, Pune",,"Networking, Data management, Coding, GCP, Shell scripting, Open source, AWS, Monitoring",full-time,1067733.0,10-15,AWS Data Architect
BVR People Consulting,Hyderabad/Secunderabad,Under-graduate,"LNB, analytical, data, integeritty, IP, confidentiality, Projects, resources",full-time,1260171.0,0-3,Synthesis R&D(Scientist To Associate Scientist)- Hyderabad Location
QUADRANT IT PRIVATE LIMITED,Hyderabad/Secunderabad(KPHB),Post-graduate,"SCALA, Spark, Hadoop, Hive, ETL, SQL, SSIS, Hadoop Architecture",contract,779420.0,6-7,Big Data Developer
Luxoft,Chennai,ug,"Big Data, hadoop, hive, hbase, sql",,1524305.0,8-12,Big Data Developer
Deutsche Bank,"Pune, Bangalore/Bengaluru",pg,"Analyst, Manager Internal Audit, Data management, Operational risk, Information security, Risk assessment, Risk management, Operations",full-time,,3-5,Sr. Business Control Analyst
NTT DATA,Bangalore/Bengaluru,PG,"Telecom, Automation, Manager Quality Assurance, Linux, Data management, DNS, Monitoring, SDLC",,326430.0,3-5,Software Quality Assurance Sr. Analyst
Vedantu Innovations,Bangalore/Bengaluru,Post-graduate,"python, business analysis, power bi, analytics, Data Analytics",full-time,1040725.0,2-4,Senior Business Analyst
Flipkart,Bangalore/Bengaluru,ug,"Supply chain, Business process management, Data mining, SQL, Python, Statistical modeling, Analytical, power bi",contract,386645.0,3-7,Senior Business Analyst
Flipkart,Bangalore/Bengaluru,PG,"Data analysis, Google Analytics, Javascript, Healthcare, SQL, Computer science, Revenue planning, Management",full-time,2118008.0,3-7,Senior Business Analyst
Flipkart,Bangalore/Bengaluru,pg,"Supply chain, SAS, Analytical, Data mining, Analytics, Computer science, SPSS, Business process management",contract,1863244.0,3-7,Senior Business Analyst
Flipkart,Bangalore/Bengaluru,ug,"SAS, SPSS, Business process management, Data mining, SQL, Statistical modeling, power bi, QlikView",full-time,1882800.0,3-7,Senior Business Analyst
Flipkart,Bangalore/Bengaluru,,"SAS, Analytics, SQL, Business Process Management, Analytical, Computer Science, Data Mining, SPSS",full-time,1453502.0,3-7,Senior Business Analyst
Flipkart,Bangalore/Bengaluru,ug,"SAS, Analytics, SQL, Business Process Management, Analytical, Computer Science, Data Mining, SPSS",,,3-7,Senior Business Analyst- Category
TE Connectivity,Bangalore/Bengaluru(JP Nagar),UG,"master data, six sigma, R, business process improvement, interpersonal communication, business process automation, maintenance operations, Data Visualization",full-time,708102.0,4-9,Senior Analyst- Business Process Automation
The Walt Disney,Mumbai,pg,"Supply chain, Vista, Mining, Malayalam, Publishing, Payment processing, Information security, Analytical",contract,,2-5,Senior Business Analyst - CSI
Accenture,Bangalore/Bengaluru,,"Change management, Consulting, Incident management, microsoft, Analytics, Automation, Excel, Business reporting",full-time,,5-8,Senior Analyst-Governance
IBM,Bangalore/Bengaluru,pg,"Data analysis, Change management, Due diligence, Data mining, Financial services, IT Skills, Testing, Interpersonal skills",contract,2052023.0,3-6,Senior Analyst - Risk and Compliance
Accenture,Bangalore/Bengaluru,UG,"Procurement, Billing, Consulting, Succession planning, Operations, IT Skills, Cloud, Finance",contract,2049228.0,5-8,Senior Analyst-Procure To Pay Processing
Accenture,Bangalore/Bengaluru,UG,"Data analysis, Consulting, Capital market, Fraud management, Financial services, IT Skills, Testing, Cloud",,1844318.0,5-8,Senior Analyst-Risk and compliance
Accenture,Bangalore/Bengaluru,ug,"Data analysis, Consulting, Capital market, Financial services, Business operations, Root cause analysis, Succession planning, Data analytics",full-time,996255.0,5-8,Senior Analyst-Risk and compliance
Accenture,Bangalore/Bengaluru,ug,"Interpersonal skills, Excel, Data management, Project management, Consulting, Powerpoint, MS Office",contract,,5-8,Senior Analyst-Knowledge Management
Accenture,Bangalore/Bengaluru,,"Automation, Operational excellence, Performance management, Project management, Consulting, IT Skills, Cloud, BPO",full-time,1917744.0,5-8,Senior Analyst-Human Resources Shared Services (HRSS)
CBRE Group,Bangalore/Bengaluru,UG,"Computer science, global operations, Business Analyst, Business analytics, Data structures, model development, Data analytics, Data Analyst",contract,1743867.0,2-6,Sr Business Analyst
Rockwell Automation,Bangalore/Bengaluru,Under-graduate,"Excel, Database design, Process improvement, Data collection, power bi, Data Analyst, Data mining, Business intelligence",full-time,1563965.0,3-10,"SR. ANALYST, BUSINESS INTELLIGENCE"
First Employer,"Pune, Delhi / NCR",PG,"Numpy, Pandas, MongoDB, Spark, Python, REST, Azure, Hadoop",full-time,1435447.0,3-5,"Data Engineer (Python,Spark,Mongodb)"
Mantras2Success Consultants,Kolkata(Salt Lake +1),UG,"Azure, Enterprise cloud, Sap HANA, Azure SQL DW, Sql, Azure Data Factory, EDW Data Models, R",full-time,1788710.0,5-8,Lead Data Engineer
PMS Consulting,Delhi / NCR,ug,"ETL, AWS, NOSQL, Cloud Native, MongoDB., Data Processing, SQL",contract,2185742.0,3-8,Lead Data Engineer ETL-Noida
BNY Mellon,Pune,,"Manager Quality Assurance, Data management, Compliance, Senior Analyst, Back office, Manager Technology, Workflow, Representative",contract,1500049.0,0-3,"Sr. Analyst, Trading Services"
Confidential,"Hyderabad/Secunderabad, Chennai",UG,"IT Skills, Java, Python, DevOps, TDD, Scala, Hadoop, Big Data",full-time,1075169.0,6-8,Project/ Tech Lead - Data Engineering
Upbright Talent Management,Gurgaon/Gurugram,Post-graduate,"Python, ETL, PySpark, EC2, rest API, communication, verbal, written communication",full-time,1361024.0,2-4,Data Engineer
Ralph Lauren,Bangalore/Bengaluru,PG,"Microstrategy, Hospitality, Accessories, Data analysis, SAP, Project management, Business strategy, Reporting tools",full-time,1842615.0,0-3,Business Strategy & Operations Analyst
Delhivery,Bangalore/Bengaluru,UG,"Data analysis, Operations research, data science, Machine learning, Business intelligence, big data, Operations, Analytics",,322854.0,0-3,Analyst
eClerx,Chandigarh,Post-graduate,"Customer Operations, Root Cause Analysis, Technical Operations, Excel, Financial Services, Process Analysis, Inbound Calls, Maintenance",contract,1583882.0,0-5,Customer Operations-Analyst-Transaction Processing
eClerx,Pune,pg,"Technical troubleshooting, Technical Operations, Excel, Data Analytics, hardware",contract,1586360.0,0-1,Analyst - Voice
Grant Thornton India Pvt Ltd,Bangalore/Bengaluru,Under-graduate,"Expense management, Analytical, Finance, data integrity, microsoft, Operations, Analytics, CRM",contract,633374.0,0-1,Analyst - Fin Ops - US Operations - NB
TopGear Consultants Pvt Ltd.,"Pune, Mumbai (All Areas)",,"azure data lake, azure data factory, Data Warehousing, python, spark, SCALA, databricks, synapse",contract,1547991.0,7-12,Senior Software Engineer/Data Engineer - Immediate Joiner
Pylon Management Consulting,Gurgaon/Gurugram,ug,"BI, MPP, Business Intelligence, Tableau, SQL queries, python, Unix shell scripting, Data Warehousing",full-time,303593.0,1-3,Data Engineer/Junior Data Engineer - Business Intelligence
NOTUS SERVICES PRIVATE LIMITED,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",,"BigQuery, Dataflow, SQL, Dataproc, Firebase, Cloud Functions, Data Studio, ETL",contract,1909224.0,6-11,GCP Data Engineer
Empower Recruitments,"Kolkata, Navi Mumbai, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), india",Under-graduate,"MDM, Data Warehousing, Talend, ETL, IT Skills, Machine Learning, Big Data, Business Intelligence",,2109356.0,4-8,Talend DATA Engineer (WFH)
Avom Consultants,"Pune, Bangalore/Bengaluru, Delhi / NCR",pg,"big data, Spark, IT Skills, Data Engineering, data engineer, SCALA, SQL Azure, sql",contract,2419752.0,4-9,Big Data Engineer
Industrial Personnel Network,Gurgaon/Gurugram,Post-graduate,"python, Hadoop, hive, cloudera, R, spark, kafka, Data science",full-time,1927249.0,3-7,Data Engineer - Gurgaon - Python / Hadoop
Alphacom Systems and Solutions Pvt Ltd,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Mumbai (All Areas)",UG,"big query, python, gcp data engineer, GCP, Airflow, Bigquery, Docker, SQL",contract,1513205.0,3-8,Gcp Data Engineer Immediate Joiners
COVANSIS IT SERVICES LLP,"Mumbai, Thane, Navi Mumbai, Pune, Ahmedabad, Bangalore/Bengaluru",Post-graduate,"Pyspark, Sqoop, Python, shell scripting, Cloudera, Hadoop",,2254349.0,4-9,Hadoop /data Engineering /ETL Developer imm Joiner at Mumbai Location
Mukul Consultants India Pvt. Ltd.,"Pune, Bangalore/Bengaluru",UG,"bigdata, Teradata, Informatica, ETL, Data Engineering, Cloud, Data Management, Big Data",contract,1369677.0,6-11,Data Architects/ Data Engineers/Data Strategy /Consulting VP/GM/PM/TL
Talent Corner HR Services Pvt Ltd,"Chennai, Bangalore/Bengaluru, Delhi / NCR",ug,"AWS lambda, data ingestion, python, AWS Glue, IT Skills, AWS, AWS Data Engineer",full-time,776659.0,3-8,AWS Data Engineer
Krazy Mantra HR Solutions Pvt. Ltd,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",PG,"Azure Data Factory, Azure Data Engineer, Azure Databricks, Python, ADB, Java, Spark, Kafka",full-time,2353738.0,8-10,"Azure Data Engineer (Hiring For MNC , Bangalore)"
Astha Baid,"Chennai, Bangalore/Bengaluru, Delhi / NCR",UG,"Web Analytics, Data warehouse, Pyspark, Python, SQL, Shell, Big Data, Ni-Fi",full-time,1153341.0,3-5,Data Engineer
NOTUS SERVICES PRIVATE LIMITED,"Pune, Bangalore/Bengaluru",UG,"Data Engineering, Data Pipelines, Snowflake, AWS Cloud, Cloud, Engineering, ELT, Python",contract,,8-13,Data Engineer (N.P - Immediate To 30 days)
VIPSA TALENT SOLUTIONS PRIVATE LIMITED,"Pune, Bangalore/Bengaluru",UG,"Pyspark, Azure, Azure Databricks, Azure Datalakes, IT Skills, Azure Data Factory, Azure Data Lake",full-time,1154035.0,4-7,Azure Data Engineer
NOTUS SERVICES PRIVATE LIMITED,"Pune, Chennai, Bangalore/Bengaluru",pg,"data engineer, AWS, AWS Lambda, AWS DMS, AWS ECR, IT Skills, AWS SES, AWS Data tools",full-time,599254.0,6-11,AWS Data Engineer
Galytix,Gurgaon/Gurugram,Under-graduate,"IT Skills, Java, Python, Data Science, Machine Learning, Big Data, AWS, Unix",full-time,2403299.0,8-13,Data Engineer
Fundnel Limited,Mumbai,,"Computer science, RDBMS, Script writing, Postgresql, MySQL, SCALA, Apache, Monitoring",contract,519340.0,2-7,Data Engineer
malomatia India Technology Services Private Limite,Pune,PG,"data bricks, azure data lake, azure data storage, azure cloud, SQL, Java, SCALA, Python",contract,1017847.0,4-6,Azure Cloud Data Engineer Professionals
Align Technology,Hyderabad/Secunderabad,Post-graduate,"Performance tuning, Software design, SAP, Data modeling, Agile, JSON, Business intelligence, Open source",full-time,2026479.0,2-4,Data Engineer - Business Intelligence
Crisp Analytics or Lumiq,"Noida, Mumbai, Pune, Chennai",UG,"SCALA, Linux, Apache, Amazon Web Services, SQS, Kafka, S3, EC2",contract,1244102.0,4-9,Data Engineer
BrickRed Systems,Noida,ug,"Product management, Computer science, Performance tuning, Automation, Coding, Machine learning, System design, Scheduling",contract,1905173.0,2-5,Data Engineers
Netomi,Gurgaon/Gurugram,UG,"and Hadoop, Kafka, Spark",contract,1907086.0,3-5,Data Engineer
Netomi,Gurgaon/Gurugram,PG,"and Hadoop, Kafka, Spark",full-time,984117.0,2-5,Data Engineer
Priceline.com,Mumbai,UG,"Computer science, Cloud computing, Analytical, Flex, Customer service, Informatica, Operations, User acceptance testing",full-time,1652430.0,1-3,Data Engineer
TopGear Consultants Pvt Ltd.,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Post-graduate,"cloud, olap, ETL, AWS, sql, Data Warehousing, data maintenance",contract,940243.0,4-9,Data Engineer(AWS Developer)
Align Technology,Hyderabad/Secunderabad,UG,"Computer science, Performance tuning, Software design, SAP, Data modeling, Agile, JSON, Open source",full-time,,1-4,Data Engineer Sales and Marketing Solutions
MTI INTEGRATION SERVICES INDIA PRIVATE LIMITED,Hyderabad/Secunderabad,UG,"Data Engineering, MySQL, Boomi, IT Skills, Testing, Middleware",contract,680109.0,3-8,Data Engineer with Boomi and Mysql
MTI INTEGRATION SERVICES INDIA PRIVATE LIMITED,Hyderabad/Secunderabad,Post-graduate,"Reltio, data structures, relational SQL, Informatica Master data management, Microsoft SQL Server, NoSQL, root cause analysis, MySQL",full-time,1151506.0,5-10,Data Engineer
Align Technology,Hyderabad/Secunderabad,Under-graduate,"Performance tuning, Software design, SAP, Data modeling, Agile, JSON, Unit testing, Open source",full-time,1870240.0,5-10,Data Engineer Sales & Marketing
